placement_id,company_name,topic,url,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale,llm_safety_decision,llm_safety_confidence,llm_risk_categories,llm_safety_rationale,decision_match,rules_signal_explanations
118,Jen & Berry's Ice Cream,Sex & relationships education (non-explicit),https://www.sciencedirect.com/science/article/pii/S1054139X25002344,review,high,adult_or_relationships,topic:sex & relationships->adult_or_relationships,Review for Jen & Berry's Ice Cream: detected adult_or_relationships from enriched title/topic evidence. Signals: topic:sex & relationships->adult_or_relationships.,review,medium,adult_or_relationships,"The placement is related to sex and relationships education, which falls under the adult_or_relationships review category for the advertiser. Although the topic is non-explicit and educational, it is sensitive and warrants review according to the advertiser's guidelines.",True,"matched ""sex & relationships"" in topic, triggering adult_or_relationships"
119,Jen & Berry's Ice Cream,Sex & relationships education (non-explicit),https://schoolofsexed.org/blog,review,high,adult_or_relationships,topic:sex & relationships->adult_or_relationships,Review for Jen & Berry's Ice Cream: detected adult_or_relationships from enriched title/topic evidence. Signals: topic:sex & relationships->adult_or_relationships.,review,high,adult_or_relationships,"The placement is on a site about sex and relationships education, which is non-explicit but still related to adult or relationship topics. Given the advertiser's sensitivity to adult themes and family-friendly positioning, this content requires review to ensure alignment with brand safety. There is no evidence of hard unsafe categories such as tobacco, extremism, or explicit content. The topic does not directly breach any hard unsafe categories but falls within a sensitive review category.",True,"matched ""sex & relationships"" in topic, triggering adult_or_relationships"
120,Plush Cosmetics,Sex & relationships education (non-explicit),https://schoolofsexed.org/blog,unsafe,high,adult_or_relationships;propaganda_or_disinformation,title:misinformation->propaganda_or_disinformation;topic:sex & relationships->adult_or_relationships,"Unsafe for Plush Cosmetics: detected adult_or_relationships, propaganda_or_disinformation from enriched title/topic evidence. Signals: title:misinformation->propaganda_or_disinformation; topic:sex & relationships->adult_or_relationships.",review,high,adult_or_relationships,"The placement is on a site focused on sex and relationships education, which falls under the review category for the advertiser Plush Cosmetics due to sensitivity around adult or relationship content. Although the content is specified as non-explicit, the subject matter means it is safer to assign a review decision to ensure alignment with advertiser policy.",False,"matched ""misinformation"" in title, triggering propaganda_or_disinformation; matched ""sex & relationships"" in topic, triggering adult_or_relationships"
121,Plush Cosmetics,Politics (commentary/newsletters),https://heathercoxrichardson.substack.com/,review,high,click_quality;politics,topic:politics->politics;invalid_click_rate:9.3%->click_quality,"Review for Plush Cosmetics: detected click_quality, politics from enriched title/topic evidence. Signals: topic:politics->politics; invalid_click_rate:9.3%->click_quality.",review,high,politics,"The placement is on a political commentary/newsletter site, which falls under the review categories due to potential sensitivity around politics. The advertiser Plush Cosmetics requests review for political content. There is no evidence of hard unsafe categories such as explicit sexual content, extremism or tobacco.",True,"matched ""politics"" in topic, triggering politics; invalid click rate 9.3% triggered click_quality"
122,Jet3 Holidays,Politics (commentary/newsletters),https://heathercoxrichardson.substack.com/p/politics-chat-february-26-2026,review,high,politics,topic:politics->politics,Review for Jet3 Holidays: detected politics from enriched title/topic evidence. Signals: topic:politics->politics.,review,high,politics,"The placement URL leads to a politics commentary newsletter, which matches the topic 'Politics'. Given the advertiser's sensitivity to travel-adjacent disasters and the presence of political content, there is potential sensitivity but no direct evidence of unsafe categories. Hence, this placement should be reviewed for suitability regarding political content.",True,"matched ""politics"" in topic, triggering politics"
123,Plush Cosmetics,Politics (commentary/newsletters),https://samf.substack.com/,review,high,politics,topic:politics->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:politics->politics.,review,high,politics,"The placement is on a political commentary newsletter, which is among the review categories for this beauty and cosmetics advertiser. Since politics can be a sensitive area potentially linked to controversial or polarizing content, this placement requires review to ensure compliance with the advertiser's policy.",True,"matched ""politics"" in topic, triggering politics"
124,Jet3 Holidays,Politics (commentary/newsletters),https://democracyforsale.substack.com/,review,high,politics,topic:politics->politics,Review for Jet3 Holidays: detected politics from enriched title/topic evidence. Signals: topic:politics->politics.,review,high,politics,"The placement is on a politics-related Substack newsletter, which falls under the review category for the advertiser Jet3 Holidays due to potential sensitivity around political content. There is no direct evidence of hard unsafe categories such as aviation incidents or war-related content, but political content can be sensitive and may impact ad placement appropriateness. Given the nature of the content and advertiser sensitivity, the placement merits review.",True,"matched ""politics"" in topic, triggering politics"
125,Moonbucks Coffee,Politics (commentary/newsletters),https://dominiccummings.substack.com/,review,high,click_quality;politics,topic:politics->politics;invalid_click_rate:8.7%->click_quality,"Review for Moonbucks Coffee: detected click_quality, politics from enriched title/topic evidence. Signals: topic:politics->politics; invalid_click_rate:8.7%->click_quality.",review,high,politics,"The placement URL content is related to politics, which is explicitly listed as a review category. Since Moonbucks Coffee tolerates neutral news but not high-risk or sensitive categories without review, this placement requires review to assess suitability. The channel type is shopping, which is neutral, but the subject matter is politically charged.",True,"matched ""politics"" in topic, triggering politics; invalid click rate 8.7% triggered click_quality"
126,Jen & Berry's Ice Cream,War / conflict (Ukraine / geopolitics),https://www.theguardian.com/world/2026/mar/03/ukraine-war-briefing-russia-army-records-slowest-advance-since-2024-amid-starlink-cut-data-shows,review,high,politics;war_or_conflict,topic:war->war_or_conflict;topic:politics->politics,"Review for Jen & Berry's Ice Cream: detected politics, war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict; topic:politics->politics.",review,high,war_or_conflict,"The placement is associated with news content about the Ukraine war, which falls under the war_or_conflict category. While this is not a hard unsafe category, the advertiser is sensitive to divisive political content and such topics could be sensitive or unsuitable for a family-friendly food brand. Therefore, the placement warrants review before approval.",True,"matched ""war"" in topic, triggering war_or_conflict; matched ""politics"" in topic, triggering politics"
127,Plush Cosmetics,War / conflict (Ukraine / geopolitics),https://www.ft.com/content/8f5f18fb-311d-4df0-805c-063b292506b3,review,high,politics;war_or_conflict,topic:war->war_or_conflict;topic:politics->politics,"Review for Plush Cosmetics: detected politics, war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict; topic:politics->politics.",review,high,war_or_conflict,"The placement topic is related to war and conflict, which is a sensitive issue for the advertiser Plush Cosmetics who is sensitive to controversial and harmful wellbeing content. This falls under the review category 'war_or_conflict' and may affect brand safety. There is no evidence of hard unsafe categories like explicit sexual content or extremism, but given the nature of the topic, a review decision is prudent.",True,"matched ""war"" in topic, triggering war_or_conflict; matched ""politics"" in topic, triggering politics"
128,Plush Cosmetics,War / conflict (Ukraine / geopolitics),https://www.aljazeera.com/news/2026/2/27/russia-ukraine-war-list-of-key-events-day-1464,review,high,politics;war_or_conflict,topic:war->war_or_conflict;topic:politics->politics,"Review for Plush Cosmetics: detected politics, war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict; topic:politics->politics.",review,high,war_or_conflict,"The ad placement is on a page covering the ongoing Russia-Ukraine war, a potentially sensitive geopolitical conflict. Plush Cosmetics' policy flags war or conflict topics for review to avoid association with sensitive or controversial content. There is no evidence of hard unsafe categories such as extremism or violence, but the war/conflict topic warrants review per policy.",True,"matched ""war"" in topic, triggering war_or_conflict; matched ""politics"" in topic, triggering politics"
129,Jen & Berry's Ice Cream,War / conflict (Ukraine / geopolitics),https://www.ft.com/war-in-ukraine,review,high,politics;war_or_conflict,topic:war->war_or_conflict;topic:politics->politics,"Review for Jen & Berry's Ice Cream: detected politics, war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict; topic:politics->politics.",review,high,war_or_conflict,"The ad placement is on a page about the war in Ukraine, which falls under the war_or_conflict category. This is a sensitive topic that, while not explicitly unsafe, requires review according to the advertiser's policy to ensure brand safety due to potential graphic content or emotional sensitivity. There is no indication of direct violation of hard unsafe categories such as tobacco, extremism, or adult content.",True,"matched ""war"" in topic, triggering war_or_conflict; matched ""politics"" in topic, triggering politics"
130,Plush Cosmetics,War / conflict (Ukraine / geopolitics),https://www.bloomberg.com/latest/russia-ukraine-war,review,high,politics;war_or_conflict,topic:war->war_or_conflict;topic:politics->politics,"Review for Plush Cosmetics: detected politics, war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict; topic:politics->politics.",review,high,war_or_conflict,"The placement is related to war or conflict topic, which falls under the review categories for this advertiser. Given the advertiser's sensitivity to controversial or harmful wellbeing content and the war-related content, a review is appropriate to ensure brand safety. There is no evidence of hard unsafe categories such as extremism or hate. The evidence is sufficient to categorize this as review rather than safe or unsafe.",True,"matched ""war"" in topic, triggering war_or_conflict; matched ""politics"" in topic, triggering politics"
131,Moonbucks Coffee,Weapons / gun policy,https://www.rand.org/pubs/research_reports/RRA4360-2.html,unsafe,high,politics;weapons,topic:weapon->weapons;topic:policy->politics,"Unsafe for Moonbucks Coffee: detected politics, weapons from enriched title/topic evidence. Signals: topic:weapon->weapons; topic:policy->politics.",unsafe,high,weapons,"The placement topic is 'Weapons / gun policy', which falls under the 'weapons' category, a hard unsafe category for the advertiser Moonbucks Coffee. Since weapons content is strictly blocked, this placement is unsafe.",True,"matched ""weapon"" in topic, triggering weapons; matched ""policy"" in topic, triggering politics"
132,Jet3 Holidays,Weapons / gun policy,https://www.britannica.com/procon/gun-control-debate,unsafe,high,politics;weapons,topic:weapon->weapons;topic:policy->politics,"Unsafe for Jet3 Holidays: detected politics, weapons from enriched title/topic evidence. Signals: topic:weapon->weapons; topic:policy->politics.",unsafe,high,weapons,"The placement URL and title clearly indicate content related to gun control, firearms, and weapons policy, which aligns with the 'weapons' hard unsafe category for this advertiser. Given the advertiser's policy sensitivity to weapons-related content, this placement is unsafe.",True,"matched ""weapon"" in topic, triggering weapons; matched ""policy"" in topic, triggering politics"
133,Jet3 Holidays,Weapons / gun policy,https://publichealth.jhu.edu/center-for-gun-violence-solutions/data/national-survey-of-gun-policy,unsafe,high,politics;weapons,topic:weapon->weapons;topic:policy->politics,"Unsafe for Jet3 Holidays: detected politics, weapons from enriched title/topic evidence. Signals: topic:weapon->weapons; topic:policy->politics.",unsafe,high,weapons,"The advertised placement directly relates to weapons and gun policy, which is listed as a hard unsafe category for this advertiser. Given Jet3 Holidays' sensitivity to hard unsafe categories and the explicit topic of the placement, it is unsafe for ad placement.",True,"matched ""weapon"" in topic, triggering weapons; matched ""policy"" in topic, triggering politics"
134,Jet3 Holidays,Weapons / gun policy,https://hsph.harvard.edu/research/injury-control/firearms-research/policy-evaluation/,unsafe,high,politics;weapons,topic:weapon->weapons;topic:policy->politics,"Unsafe for Jet3 Holidays: detected politics, weapons from enriched title/topic evidence. Signals: topic:weapon->weapons; topic:policy->politics.",unsafe,high,weapons,"The placement is on a page about firearms research and gun policy, clearly matching the 'weapons' hard unsafe category for this advertiser. Since 'weapons' is a hard unsafe category and the content directly relates to this, it is unsafe for Jet3 Holidays.",True,"matched ""weapon"" in topic, triggering weapons; matched ""policy"" in topic, triggering politics"
135,Plush Cosmetics,Weapons / gun policy,https://journals.sagepub.com/doi/pdf/10.1177/00027162231174162?download=true,unsafe,high,click_quality;politics;weapons,topic:weapon->weapons;topic:policy->politics;invalid_click_rate:8.2%->click_quality,"Unsafe for Plush Cosmetics: detected click_quality, politics, weapons from enriched title/topic evidence. Signals: topic:weapon->weapons; topic:policy->politics; invalid_click_rate:8.2%->click_quality.",unsafe,high,weapons,"The placement is an article about gun violence and gun policy, which falls directly into the weapons category, identified as a hard unsafe category according to the advertiser's policy. Therefore, this placement is unsafe for Plush Cosmetics.",True,"matched ""weapon"" in topic, triggering weapons; matched ""policy"" in topic, triggering politics; invalid click rate 8.2% triggered click_quality"
136,Jen & Berry's Ice Cream,Video games,https://www.gamespot.com/gallery/the-best-games-of-2026/2900-7436/,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a video games shopping channel with a neutral and family-friendly topic (best games of 2026). There is no evidence of presence of any hard unsafe or review categories such as adult content, extremism, tobacco, or divisive political content. The advertiser's policy concerns do not conflict with the evidence presented.",True,
137,Moonbucks Coffee,Video games,https://www.gamesradar.com/games/big-in-2026-the-ultimate-guide-to-the-video-games-that-will-shape-2026-and-beyond/,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is about video games, which is a neutral, general-interest topic with no indication of blocked high-risk content categories like explicit sexual content, extremism, hate, propaganda, or weapons. This fits well within the advertiser's typical acceptable content boundaries.",True,
138,Jet3 Holidays,Video games,https://www.techradar.com/gaming/most-anticipated-games-of-2026,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a video game anticipation article, which is unrelated to travel or sensitive travel-adjacent issues. There is no evidence of aviation incidents, transport disruption, war, terrorism, or other unsafe categories according to the advertiser's policy. The content is stable and suitable for the travel advertiser's needs.",True,
139,Plush Cosmetics,Video games,https://www.avclub.com/2026-video-games-preview,review,medium,click_quality,invalid_click_rate:9.1%->click_quality,Review for Plush Cosmetics: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:9.1%->click_quality.,safe,high,,"The placement is on a page titled 'The A.V. Club's most anticipated games of 2026' with a topic of video games. There is no indication of any unsafe content categories such as explicit sexual content, extremism, hate, tobacco, or violence. The content does not overlap with the advertiser's hard unsafe categories or review categories.",False,invalid click rate 9.1% triggered click_quality
140,Plush Cosmetics,Video games,https://blog.mavigadget.com/video-games-2026-key-trends-shaping-the-future-of-play/,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is about video games, which does not fall under any of the advertiser's hard unsafe or review categories. There is no indication of content related to harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content.",True,
141,Plush Cosmetics,Climate & environment,https://unu.edu/ehs/article/5-things-watch-climate-and-environment-2026,review,medium,click_quality,invalid_click_rate:8.6%->click_quality,Review for Plush Cosmetics: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.6%->click_quality.,safe,high,,"The placement is on a page about climate and environment without any indication of harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content. None of the hard unsafe or review categories are triggered by the given evidence.",False,invalid click rate 8.6% triggered click_quality
142,Jen & Berry's Ice Cream,Climate & environment,https://www.wri.org/insights/stories-to-watch-climate-economy-2026,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a page about climate and environmental stories, which does not contain any content categories flagged as hard unsafe or review for the advertiser. There is no evidence of tobacco, adult themes, extremism, weapons, or divisive political content. Given the family-friendly nature of the brand, this placement aligns well with safe content categories.",True,
143,Moonbucks Coffee,Climate & environment,https://www.weforum.org/stories/2026/02/2026-global-risks-report-environmental-risks-remain-urgent/,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is a news article about environmental risks from the World Economic Forum, which aligns with neutral general-interest content. There is no evidence of any hard unsafe or review categories present in the content or context. The channel type is shopping, but this does not introduce risk. Therefore, the placement is safe for Moonbucks Coffee.",True,
144,Moonbucks Coffee,Climate & environment,https://www.msci.com/research-and-insights/blog-post/sustainability-and-climate-in-focus-trends-to-watch-for-2026,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a webpage about sustainability and climate, which does not fall under any hard unsafe or review categories specified in the advertiser policy. The content is neutral to positive and appropriate for a broad-reach coffee brand like Moonbucks Coffee.",True,
145,Plush Cosmetics,Climate & environment,https://www.theguardian.com/environment/2026/mar/03/australia-summer-extreme-weather-wettest-hottest-records,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is an article from a reputable news source about climate and environmental conditions in Australia, which does not relate to any hard unsafe or review categories relevant to Plush Cosmetics' policy. There is no indication of harmful wellbeing content, controversial political or extremist content, tobacco, sexual, or violent content.",True,
146,Moonbucks Coffee,Space / Mars,https://www.nasaspaceflight.com/2026/01/space-science-2026-preview/,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a reputable space science article focused on upcoming lunar explorers and Mars missions. The content is neutral and informational, unrelated to any hard unsafe or review categories specified in the advertiser's policy. There is no evidence of high-risk content present.",True,
147,Jen & Berry's Ice Cream,Space / Mars,https://science.nasa.gov/mars/stories/,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement URL and title indicate content about Mars and space science from NASA, which is unrelated to any hard unsafe categories (explicit sexual content, extremism, hate, tobacco, weapons) or review categories relevant to the advertiser's sensitivities. There is no evidence of content related to adult themes, tobacco/nicotine, extremism, weapons, or divisive political content. The channel type (Paid Social) and click data do not influence content safety assessment. Therefore, this placement is considered safe for Jen & Berry's Ice Cream.",True,
148,Plush Cosmetics,Space / Mars,https://www.space.com/space-exploration/mars-rovers/curiosity-rover-finds-clues-to-mars-watery-past-in-rocky-spiderwebs,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement content is about space exploration and Mars, which is unrelated to any of the advertiser's hard unsafe or review categories such as harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content. There is no evidence of any restricted content.",True,
149,Plush Cosmetics,Space / Mars,https://arstechnica.com/space/2026/02/a-non-public-document-reveals-that-science-may-not-be-prioritized-on-next-mars-mission/,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The content is related to a Mars mission and science, which is unrelated to any of Plush Cosmetics' sensitive or hard unsafe categories such as explicit sexual content, extremism, tobacco, or violent content. There is no evidence of controversial or sensitive themes based on the provided title, URL, and topic.",True,
150,Jen & Berry's Ice Cream,Space / Mars,https://thedebrief.org/2026-space-outlook-new-missions-look-to-the-moon-mars-and-beyond-as-humanity-seeks-permanent-space-habitation/,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a page about space exploration with no indications of any unsafe or sensitive content related to the advertiser's hard unsafe categories or review categories. The topic and title are family-appropriate and unrelated to tobacco, adult themes, extremism, weapons, or divisive political content. No evidence suggests any policy concerns.",True,
151,Moonbucks Coffee,Mental health & wellbeing,https://www.uclahealth.org/news/article/nine-mental-health-tips-happier-2026,review,high,mental_health,topic:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.,review,high,mental_health,"The placement is on a page about mental health, which is a review-category according to advertiser policy. While the content appears neutral and relevant for broad reach, the topic requires review to ensure suitability given the sensitivity around mental health content.",True,"matched ""mental health"" in topic, triggering mental_health"
152,Moonbucks Coffee,Mental health & wellbeing,https://www.mentalhealth.org.uk/explore-mental-health/blogs,review,high,mental_health,topic:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.,review,high,mental_health,"The placement URL is a blog index on mental health and wellbeing, which falls under the review category for this advertiser. As Moonbucks Coffee tolerates neutral news and general interest content but mental health is specifically flagged as a review category, it is appropriate to place this in review for further consideration.",True,"matched ""mental health"" in topic, triggering mental_health"
153,Moonbucks Coffee,Mental health & wellbeing,https://mentalhealth-uk.org/blog/mental-health-uks-new-strategy-for-2026-2031-our-plan-for-a-mentally-healthier-and-thriving-uk/,review,high,mental_health,topic:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.,review,high,mental_health,"The placement is on a mental health related blog, which falls under the review category for this advertiser. Although the content appears neutral and relevant to wellbeing, mental health topics can be sensitive and require review according to the advertiser's policy.",True,"matched ""mental health"" in topic, triggering mental_health"
154,Plush Cosmetics,Mental health & wellbeing,https://www.parinc.com/learning-center/par-blog/detail/blog/2025/12/19/six-mental-health-resolutions-worth-setting-for-2026,review,high,mental_health,topic:mental health->mental_health,Review for Plush Cosmetics: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.,review,high,mental_health,"The placement content is about mental health and wellbeing, which is listed as a review category for this advertiser. While the topic is relevant and not explicitly unsafe, mental health content may require review to ensure that the context aligns with the advertiser's sensitivity to harmful wellbeing content.",True,"matched ""mental health"" in topic, triggering mental_health"
155,Moonbucks Coffee,Mental health & wellbeing,https://www.verywellmind.com/floor-time-11917599,review,high,mental_health,topic:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.,review,high,mental_health,"The placement is related to mental health and wellbeing, which is listed as a review category in the advertiser's policy. While the content does not appear explicitly unsafe or high-risk, it is sensitive and requires review to ensure appropriateness for the Moonbucks Coffee brand.",True,"matched ""mental health"" in topic, triggering mental_health"
156,Moonbucks Coffee,Gardening,https://www.gardenersworld.com/garden-advice/beginner-gardening/,review,high,politics,title:maga->politics,Review for Moonbucks Coffee: detected politics from enriched title/topic evidence. Signals: title:maga->politics.,safe,high,,"The placement is on a Gardening beginners guide page, which is general interest content unrelated to any of the hard unsafe or review categories specified. There is no evidence of any visible risk category content in the page metadata or title.",False,"matched ""maga"" in title, triggering politics"
157,Moonbucks Coffee,Gardening,https://gardenersnewmalden.org.uk/blog/beginners-guide-to-gardening-9-key-tips-for-your-first-garden/,review,medium,click_quality,invalid_click_rate:9.8%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:9.8%->click_quality.,safe,high,,"The placement is related to gardening, which is a neutral, general-interest topic aligned with the advertiser's broad-reach and tolerance for neutral content. There is no evidence of hard unsafe or review-level categories present in the placement evidence.",False,invalid click rate 9.8% triggered click_quality
158,Plush Cosmetics,Gardening,https://www.gardenerbasics.com/blog/gardening-tips-for-beginners,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a gardening tips blog, which is unrelated to any of the advertiser's hard unsafe or review categories. There is no indication of sensitive or harmful content that conflicts with Plush Cosmetics' policies.",True,
159,Moonbucks Coffee,Gardening,https://gardenersshepherdsbush.org.uk/blog/essential-gardening-guide-9-tips-for-newcomers/,review,medium,click_quality,invalid_click_rate:8.2%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.2%->click_quality.,safe,high,,"The placement is on a gardening guide page, which is a neutral and general-interest topic not associated with any advertiser blocked or review categories. The channel type is shopping, which is appropriate and safe for broad-reach coffee brand advertising. There is no evidence of unsafe or review risk content.",False,invalid click rate 8.2% triggered click_quality
160,Jen & Berry's Ice Cream,Gardening,https://gardenerswembley.org.uk/blog/prepare-to-plant-9-essential-gardening-tips-for-newbies/,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a gardening blog page with a title and topic clearly related to gardening, which is family-friendly and unrelated to the advertiser's sensitive categories such as tobacco, adult themes, extremism, or divisive political content. There is no indication of any unsafe or review category content.",True,
161,Jet3 Holidays,Art & art history,https://www.ft.com/content/b85bb03a-28ed-4f9e-b458-0b80c63d9d93,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The ad placement is on a page about art and art history, which does not relate to any of the advertiser's hard unsafe categories or review categories. The channel type is shopping, and there are no invalid clicks, indicating legitimate engagement. There is no evidence of aviation incidents, war, terrorism, or any sensitive content around travel disruptions or related disasters.",True,
162,Plush Cosmetics,Art & art history,https://www.nga.gov/stories/articles,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a reputable art and art history articles channel, which is unlikely to conflict with the advertiser's policies related to harmful wellbeing, controversial political, extremist, tobacco, sexual, and violent content. The category is shopping but content aligns with cultural education rather than sensitive topics.",True,
163,Jet3 Holidays,Art & art history,https://www.smithsonianmag.com/tag/art-history/,review,high,politics,title:maga->politics,Review for Jet3 Holidays: detected politics from enriched title/topic evidence. Signals: title:maga->politics.,safe,high,,"The placement is on a page focused on Art History from Smithsonian Magazine, which is unrelated to the advertiser's extra-sensitive categories such as aviation incidents, transport disruptions, war, terrorism, or other unsafe categories. There is no evidence of any hard unsafe or review category content on the page. The invalid click rate does not indicate unsafe content risk.",False,"matched ""maga"" in title, triggering politics"
164,Moonbucks Coffee,Art & art history,https://daily.jstor.org/jstor-dailys-archives-of-art-history/,review,medium,click_quality,invalid_click_rate:9.4%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:9.4%->click_quality.,safe,high,,"The placement is on a page about art and art history, which is neutral general-interest content and does not fall into any unsafe or review categories specified by the advertiser's policy. No evidence of any hard unsafe or review risk categories is present.",False,invalid click rate 9.4% triggered click_quality
165,Jet3 Holidays,Art & art history,https://archives.history.ac.uk/makinghistory/resources/articles/art_history.html,review,medium,click_quality,invalid_click_rate:8.8%->click_quality,Review for Jet3 Holidays: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.8%->click_quality.,safe,high,,"The placement is on a page about Art History with no indication of content related to aviation incidents, transport disruption, war, terrorism, or other travel-adjacent disasters. There are no hard unsafe categories triggered given the content is focused on art and history. The invalid click rate does not indicate any safety concerns related to content appropriateness. Therefore, this placement is considered safe for the travel advertiser Jet3 Holidays.",False,invalid click rate 8.8% triggered click_quality
166,Moonbucks Coffee,Education policy,https://www.gov.uk/government/publications/the-uks-international-education-strategy-2026,review,high,politics,topic:policy->politics,Review for Moonbucks Coffee: detected politics from enriched title/topic evidence. Signals: topic:policy->politics.,safe,high,,"The placement is on a government page focused on education policy, which is outside all hard unsafe and review categories defined for the advertiser. It does not contain any restricted or sensitive content making it appropriate for the advertiser's broad-reach coffee brand.",False,"matched ""policy"" in topic, triggering politics"
167,Moonbucks Coffee,Education policy,https://ifs.org.uk/publications/annual-report-education-spending-england-2025-26,review,high,politics,topic:policy->politics,Review for Moonbucks Coffee: detected politics from enriched title/topic evidence. Signals: topic:policy->politics.,safe,high,,"The placement is an annual report on education spending, categorized under education policy, which is neutral and aligns with broad-reach content tolerable to the advertiser. None of the advertiser's hard unsafe or review risk categories are indicated in the evidence provided, making this placement safe.",False,"matched ""policy"" in topic, triggering politics"
168,Plush Cosmetics,Education policy,https://www.tes.com/magazine/analysis/general/2026-pivotal-year-school-workforce,review,high,click_quality;politics,topic:policy->politics;invalid_click_rate:8.5%->click_quality,"Review for Plush Cosmetics: detected click_quality, politics from enriched title/topic evidence. Signals: topic:policy->politics; invalid_click_rate:8.5%->click_quality.",safe,high,,"The placement URL and title indicate content related to education policy and school workforce, which is unrelated to any of the advertiser's restricted categories such as harmful wellbeing content, controversial political topics, extremism, tobacco, sexual or violent content. There is sufficient evidence to judge this placement as safe for Plush Cosmetics.",False,"matched ""policy"" in topic, triggering politics; invalid click rate 8.5% triggered click_quality"
169,Jen & Berry's Ice Cream,Education policy,https://www.cambridge.org/partnership/news-and-events/news/a-year-of-possibility-turning-education-system-challenges-into-opportunities-in-2026,review,high,politics,topic:policy->politics,Review for Jen & Berry's Ice Cream: detected politics from enriched title/topic evidence. Signals: topic:policy->politics.,safe,high,,"The placement URL and title indicate content about education policy, which is not sensitive or related to the advertiser's hard unsafe or review categories. The channel type is shopping, which is acceptable for the family-friendly food brand. There is no indication of tobacco, adult themes, extremism, or other disallowed content in the evidence provided.",False,"matched ""policy"" in topic, triggering politics"
170,Plush Cosmetics,Education policy,https://www.theguardian.com/education/2026/feb/24/send-plan-for-england-gets-cautious-welcome-amid-workload-concerns,review,high,politics,topic:policy->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:policy->politics.,safe,high,,"The placement is on an educational policy article which does not intersect with any of the advertiser's hard unsafe categories such as extremist, sexual, tobacco, or violent content. There is no evidence of controversial or sensitive content related to politics or mental health that would trigger the review categories. The placement appears contextually safe for a beauty and cosmetics advertiser.",False,"matched ""policy"" in topic, triggering politics"
