placement_id,topic,title,url,company_name,account_id,channel_type,clicks,invalid_clicks,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale
144,Climate & environment,Sustainability and Climate in Focus: Trends to Watch for 2026 (MSCI),https://www.msci.com/research-and-insights/blog-post/sustainability-and-climate-in-focus-trends-to-watch-for-2026,Moonbucks Coffee,1003,Display,4213,115,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
145,Climate & environment,Australia just experienced its wettest summer in nearly a decade - and the eighth-hottest on record,https://www.theguardian.com/environment/2026/mar/03/australia-summer-extreme-weather-wettest-hottest-records,Plush Cosmetics,1004,Shopping,1451,50,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
146,Space / Mars,"Space Science in 2026: New lunar explorers, Mars missions, and space telescopes (NASASpaceFlight)",https://www.nasaspaceflight.com/2026/01/space-science-2026-preview/,Moonbucks Coffee,1003,PMax,4333,309,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
147,Space / Mars,Mars: News & Features - NASA Science,https://science.nasa.gov/mars/stories/,Jen & Berry's Ice Cream,1002,Paid Social,4387,164,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.
148,Space / Mars,Curiosity rover finds clues to Mars' watery past in rocky 'spiderwebs' (Space.com),https://www.space.com/space-exploration/mars-rovers/curiosity-rover-finds-clues-to-mars-watery-past-in-rocky-spiderwebs,Plush Cosmetics,1004,Paid Social,4412,123,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
149,Space / Mars,A non-public document reveals that science may not be prioritized on next Mars mission (Ars Technica),https://arstechnica.com/space/2026/02/a-non-public-document-reveals-that-science-may-not-be-prioritized-on-next-mars-mission/,Plush Cosmetics,1004,Display,9233,286,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
150,Space / Mars,"2026 Space Outlook: New Missions Look to the Moon, Mars, and Beyond (The Debrief)",https://thedebrief.org/2026-space-outlook-new-missions-look-to-the-moon-mars-and-beyond-as-humanity-seeks-permanent-space-habitation/,Jen & Berry's Ice Cream,1002,Shopping,6995,229,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.
151,Mental health & wellbeing,Nine mental-health tips for a happier 2026 | UCLA Health,https://www.uclahealth.org/news/article/nine-mental-health-tips-happier-2026,Moonbucks Coffee,1003,Paid Social,1236,41,review,high,mental_health,topic:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.
152,Mental health & wellbeing,Blog | Mental Health Foundation (blogs index),https://www.mentalhealth.org.uk/explore-mental-health/blogs,Moonbucks Coffee,1003,PMax,8941,16,review,high,mental_health,topic:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.
153,Mental health & wellbeing,Mental Health UK’s new strategy for 2026-2031 (blog),https://mentalhealth-uk.org/blog/mental-health-uks-new-strategy-for-2026-2031-our-plan-for-a-mentally-healthier-and-thriving-uk/,Moonbucks Coffee,1003,PMax,7764,323,review,high,mental_health,topic:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.
154,Mental health & wellbeing,6 Mental Health Resolutions Worth Setting for 2026,https://www.parinc.com/learning-center/par-blog/detail/blog/2025/12/19/six-mental-health-resolutions-worth-setting-for-2026,Plush Cosmetics,1004,Search,8927,312,review,high,mental_health,topic:mental health->mental_health,Review for Plush Cosmetics: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.
155,Mental health & wellbeing,5 Ways TikTok's 'Floor Time' May Support Mental Health and Wellbeing,https://www.verywellmind.com/floor-time-11917599,Moonbucks Coffee,1003,Search,8115,256,review,high,mental_health,topic:mental health->mental_health,Review for Moonbucks Coffee: detected mental_health from enriched title/topic evidence. Signals: topic:mental health->mental_health.
156,Gardening,Gardening for Beginners - BBC Gardeners World Magazine,https://www.gardenersworld.com/garden-advice/beginner-gardening/,Moonbucks Coffee,1003,Paid Social,2362,186,review,high,politics,title:maga->politics,Review for Moonbucks Coffee: detected politics from enriched title/topic evidence. Signals: title:maga->politics.
157,Gardening,Beginner's Guide to Gardening: 9 Key Tips for Your First Garden,https://gardenersnewmalden.org.uk/blog/beginners-guide-to-gardening-9-key-tips-for-your-first-garden/,Moonbucks Coffee,1003,Display,6544,640,review,medium,click_quality,invalid_click_rate:9.8%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:9.8%->click_quality.
158,Gardening,30 Gardening Tips Every Beginner Needs to Succeed from the Start,https://www.gardenerbasics.com/blog/gardening-tips-for-beginners,Plush Cosmetics,1004,Search,8882,383,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
159,Gardening,Essential Gardening Guide: 9 Tips for Newcomers,https://gardenersshepherdsbush.org.uk/blog/essential-gardening-guide-9-tips-for-newcomers/,Moonbucks Coffee,1003,Shopping,2939,241,review,medium,click_quality,invalid_click_rate:8.2%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.2%->click_quality.
160,Gardening,Prepare to Plant: 9 Essential Gardening Tips for Newbies,https://gardenerswembley.org.uk/blog/prepare-to-plant-9-essential-gardening-tips-for-newbies/,Jen & Berry's Ice Cream,1002,PMax,5398,352,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.
161,Art & art history,Beatriz González at the Barbican: brilliantly coded art that evaded the secret police,https://www.ft.com/content/b85bb03a-28ed-4f9e-b458-0b80c63d9d93,Jet3 Holidays,1001,Shopping,4396,0,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
162,Art & art history,Articles - National Gallery of Art,https://www.nga.gov/stories/articles,Plush Cosmetics,1004,Shopping,3966,310,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
163,Art & art history,Articles tagged as Art History | Smithsonian Magazine,https://www.smithsonianmag.com/tag/art-history/,Jet3 Holidays,1001,Display,2183,103,review,high,politics,title:maga->politics,Review for Jet3 Holidays: detected politics from enriched title/topic evidence. Signals: title:maga->politics.
164,Art & art history,JSTOR Daily’s Archives of Art History,https://daily.jstor.org/jstor-dailys-archives-of-art-history/,Moonbucks Coffee,1003,PMax,6263,587,review,medium,click_quality,invalid_click_rate:9.4%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:9.4%->click_quality.
165,Art & art history,Art History - Articles - Making History,https://archives.history.ac.uk/makinghistory/resources/articles/art_history.html,Jet3 Holidays,1001,PMax,9630,847,review,medium,click_quality,invalid_click_rate:8.8%->click_quality,Review for Jet3 Holidays: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.8%->click_quality.
166,Education policy,The UK's International Education Strategy 2026 (GOV.UK),https://www.gov.uk/government/publications/the-uks-international-education-strategy-2026,Moonbucks Coffee,1003,Shopping,6028,230,review,high,politics,topic:policy->politics,Review for Moonbucks Coffee: detected politics from enriched title/topic evidence. Signals: topic:policy->politics.
167,Education policy,Annual report on education spending in England: 2025–26 (IFS),https://ifs.org.uk/publications/annual-report-education-spending-england-2025-26,Moonbucks Coffee,1003,Paid Social,1534,76,review,high,politics,topic:policy->politics,Review for Moonbucks Coffee: detected politics from enriched title/topic evidence. Signals: topic:policy->politics.
168,Education policy,Why 2026 will be a pivotal year for the school workforce | Tes,https://www.tes.com/magazine/analysis/general/2026-pivotal-year-school-workforce,Plush Cosmetics,1004,Search,1946,166,review,high,click_quality;politics,topic:policy->politics;invalid_click_rate:8.5%->click_quality,"Review for Plush Cosmetics: detected click_quality, politics from enriched title/topic evidence. Signals: topic:policy->politics; invalid_click_rate:8.5%->click_quality."
169,Education policy,A year of possibility: turning education system challenges into opportunities in 2026 (Cambridge),https://www.cambridge.org/partnership/news-and-events/news/a-year-of-possibility-turning-education-system-challenges-into-opportunities-in-2026,Jen & Berry's Ice Cream,1002,Shopping,3347,115,review,high,politics,topic:policy->politics,Review for Jen & Berry's Ice Cream: detected politics from enriched title/topic evidence. Signals: topic:policy->politics.
170,Education policy,Send plan for England gets cautious welcome amid workload concerns,https://www.theguardian.com/education/2026/feb/24/send-plan-for-england-gets-cautious-welcome-amid-workload-concerns,Plush Cosmetics,1004,Search,3383,184,review,high,politics,topic:policy->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:policy->politics.
171,Cybersecurity / ransomware,Cyber Security Report 2026 - Check Point Research,https://research.checkpoint.com/2026/cyber-security-report-2026/,Jen & Berry's Ice Cream,1002,Paid Social,8451,417,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Jen & Berry's Ice Cream: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.
172,Cybersecurity / ransomware,REPORT Cyberthreat Predictions for 2026 - Fortinet (PDF),https://www.fortinet.com/content/dam/fortinet/assets/threat-reports/report-threat-predictions-2026.pdf,Moonbucks Coffee,1003,Display,2583,57,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Moonbucks Coffee: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.
173,Cybersecurity / ransomware,2026 Ransomwareand Cyber Threat Report (GuidePoint) (PDF),https://www.guidepointsecurity.com/wp-content/uploads/2026/01/GRIT-2026-Ransomware-and-Cyber-Threat-Report.pdf,Moonbucks Coffee,1003,Shopping,4122,255,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Moonbucks Coffee: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.
174,Cybersecurity / ransomware,2026 Ransomware Reality Report: 5 Critical Defense Shifts,https://cyberstrategyinstitute.com/2026-ransomware-reality-report/,Moonbucks Coffee,1003,Display,8006,394,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Moonbucks Coffee: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.
175,Cybersecurity / ransomware,Ransomware Threats and Defensive Strategies: Insights from Literature ...,https://ibimapublishing.com/articles/JIACS/2026/387036/,Jen & Berry's Ice Cream,1002,PMax,2623,156,review,high,war_or_conflict,topic:war->war_or_conflict,Review for Jen & Berry's Ice Cream: detected war_or_conflict from enriched title/topic evidence. Signals: topic:war->war_or_conflict.
176,Startups / entrepreneurship,35 Must-Read Entrepreneurship Blogs to Learn From in 2026 - Hostinger,https://www.hostinger.com/tutorials/entrepreneurship-blog,Jet3 Holidays,1001,Search,7848,436,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
177,Startups / entrepreneurship,100 Startup Blogs to Follow in 2026 - FeedSpot,https://bloggers.feedspot.com/startup_blogs/,Jet3 Holidays,1001,Paid Social,5327,49,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
178,Startups / entrepreneurship,41 best startup blogs for any entrepreneur in 2026,https://www.outsourceaccelerator.com/articles/startup-blogs/,Jet3 Holidays,1001,Paid Social,4384,153,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
179,Startups / entrepreneurship,13 Must-Read Startup Blog Pages for Founders,https://resources.s45.ai/blogs/best-startup-blogs-entrepreneurs,Plush Cosmetics,1004,Search,9921,276,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
180,Startups / entrepreneurship,"103+ Best Startup Blogs for Founders in 2025 | Growth, VC, Product ...",https://www.startuplinkx.com/post/100-must-read-blogs-for-startup-founders-in-2025,Moonbucks Coffee,1003,Display,8985,395,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
181,Sports (football),Premier League | Fixtures and Results | March 2026 - Football Web Pages,https://www.footballwebpages.co.uk/premier-league/fixtures-results/march,Moonbucks Coffee,1003,Shopping,5584,19,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
182,Sports (football),Premier League Fixtures March 2026 | StatMuse,https://www.statmuse.com/fc/ask/premier-league-fixtures-march-2026,Plush Cosmetics,1004,Display,4822,463,review,medium,click_quality,invalid_click_rate:9.6%->click_quality,Review for Plush Cosmetics: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:9.6%->click_quality.
183,Sports (football),Newcastle 2-3 Everton — Match Report: Sickening Outing,https://sports.yahoo.com/articles/newcastle-2-3-everton-match-140000695.html,Plush Cosmetics,1004,Display,9500,506,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
184,Sports (football),Matt Targett's brace sets Middlesbrough back on road to Premier League,https://www.thetimes.com/sport/football/article/birmingham-city-middlesbrough-championship-score-result-report-zckg686m3,Moonbucks Coffee,1003,Shopping,3709,229,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
185,Sports (football),"Premier League Publications, Reports, Bulletins & Announcements",https://www.premierleague.com/en/media/publications,Moonbucks Coffee,1003,Shopping,9185,11,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
186,Movies / streaming,Every Movie Coming to Theaters in March 2026,https://movieweb.com/every-movie-theaters-march-2026/,Jen & Berry's Ice Cream,1002,Display,4827,61,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.
187,Movies / streaming,"March 2026 Movie Releases: Horror, Sci-Fi, & More - Screen Rant",https://screenrant.com/march-2026-movies-theaters-release-dates/,Jet3 Holidays,1001,Search,2589,60,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
188,Movies / streaming,"Here's what's worth streaming in March 2026 on Netflix, Hulu, HBO Max and more",https://www.marketwatch.com/story/heres-whats-worth-streaming-in-march-2026-on-netflix-hulu-hbo-max-and-more-83f5b64d,Plush Cosmetics,1004,PMax,4705,128,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
189,Movies / streaming,Best Movies Streaming in March 2026 (Variety),https://variety.com/lists/best-movies-streaming-march-2026/,Jet3 Holidays,1001,Search,5802,389,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
190,Movies / streaming,"7 new horror movies on Netflix, Shudder, HBO Max, and more in March 2026",https://www.techradar.com/streaming/7-new-horror-movies-on-netflix-shudder-hbo-max-and-more-in-march-2026,Plush Cosmetics,1004,Search,5615,28,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
191,Books / literature,The Books You Need to Read in 2026 | Waterstones.com Blog,https://www.waterstones.com/blog/the-books-you-need-to-read-in-2026,Moonbucks Coffee,1003,Display,4930,376,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
192,Books / literature,The Best New Books Out in 2026 - Penguin Books UK,https://www.penguin.co.uk/discover/articles/best-must-read-books-2026,Jet3 Holidays,1001,Search,3840,289,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
193,Books / literature,Spring 2026 Fiction & Nonfiction Preview: Literary Fiction (Publishers Weekly),https://www.publishersweekly.com/pw/by-topic/new-titles/adult-announcements/article/99233-spring-2026-fiction-nonfiction-preview-literary-fiction.html,Plush Cosmetics,1004,Search,7543,409,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
194,Books / literature,The Best Books of 2026 So Far - The New Yorker,https://www.newyorker.com/best-books-2026,Plush Cosmetics,1004,Paid Social,6467,222,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
195,Books / literature,The Best Books of 2026 So Far | Vogue,https://www.vogue.com/article/best-books-of-2026,Jen & Berry's Ice Cream,1002,Paid Social,7960,606,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.
196,Music / album reviews,New Albums & Music Reviews | Pitchfork,https://pitchfork.com/reviews/albums/,Jen & Berry's Ice Cream,1002,Shopping,3582,139,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.
197,Music / album reviews,Silent Century (Pitchfork review),https://pitchfork.com/reviews/albums/jackie-west-silent-century,Moonbucks Coffee,1003,Search,1146,39,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
198,Music / album reviews,wonderful (Pitchfork review),https://pitchfork.com/reviews/albums/skaiwater-wonderful,Plush Cosmetics,1004,PMax,2830,131,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
199,Music / album reviews,2026 Albums List: Here's What You'll Hear Next Year - Stereogum,https://www.stereogum.com/2483786/2026-albums-release-list/lists/album-list,Jet3 Holidays,1001,PMax,6611,68,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
200,Music / album reviews,Bruno Mars Makes a Leisure Suit of a Record With ‘The Romantic’ (Variety review),https://variety.com/2026/music/album-reviews/bruno-mars-the-romantic-album-review-1236674615/,Moonbucks Coffee,1003,Display,4271,27,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
201,mrbeast,,https://www.youtube.com/watch?v=0e3GPea1Tyg,Moonbucks Coffee,1003,Youtube,1539,2,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
202,mrbeast,,https://www.youtube.com/watch?v=9bqk6ZUsKyA,Plush Cosmetics,1004,Youtube,4385,322,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
203,mrbeast,,https://www.youtube.com/watch?v=TJ2ifmkGGus,Plush Cosmetics,1004,Youtube,9447,425,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
204,mrbeast,,https://www.youtube.com/watch?v=zajUgQLviwk,Jen & Berry's Ice Cream,1002,Youtube,2409,135,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.
205,mrbeast,,https://www.youtube.com/watch?v=ndAQfTzlVjc,Jen & Berry's Ice Cream,1002,Youtube,8661,495,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.
206,mrbeast,,https://www.youtube.com/watch?v=sESRuTyfsEk,Moonbucks Coffee,1003,Youtube,5901,1331,review,medium,click_quality,invalid_click_rate:22.6%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:22.6%->click_quality.
207,mrbeast,,https://www.youtube.com/watch?v=qkzJRqUO_VE,Plush Cosmetics,1004,Youtube,2682,200,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
208,mrbeast,,https://www.youtube.com/watch?v=7IKab3HcfFk,Jet3 Holidays,1001,Youtube,1479,12,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
209,mrbeast,,https://www.youtube.com/watch?v=Hwybp38GnZw,Moonbucks Coffee,1003,Youtube,2374,75,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
210,mrbeast,,https://www.youtube.com/watch?v=r7zJ8srwwjk,Moonbucks Coffee,1003,Youtube,6737,599,review,medium,click_quality,invalid_click_rate:8.9%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.9%->click_quality.
211,alt right podcast,,https://www.youtube.com/watch?v=X_KXvjOJ7YA,Plush Cosmetics,1004,Youtube,4320,143,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Plush Cosmetics: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.
212,alt right podcast,,https://www.youtube.com/watch?v=3myXWQmI1Hk,Plush Cosmetics,1004,Youtube,1109,109,unsafe,high,click_quality;hate_or_alt_right,topic:alt right->hate_or_alt_right;invalid_click_rate:9.8%->click_quality,"Unsafe for Plush Cosmetics: detected click_quality, hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right; invalid_click_rate:9.8%->click_quality."
213,alt right podcast,,https://www.youtube.com/watch?v=UNYBy19S6GA,Jen & Berry's Ice Cream,1002,Youtube,1595,292,unsafe,high,click_quality;hate_or_alt_right,topic:alt right->hate_or_alt_right;invalid_click_rate:18.3%->click_quality,"Unsafe for Jen & Berry's Ice Cream: detected click_quality, hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right; invalid_click_rate:18.3%->click_quality."
214,alt right podcast,,https://www.youtube.com/watch?v=efBB0D4tf1Y,Jen & Berry's Ice Cream,1002,Youtube,9064,300,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Jen & Berry's Ice Cream: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.
215,alt right podcast,,https://www.youtube.com/watch?v=yINwbJ6kSZU,Moonbucks Coffee,1003,Youtube,1931,52,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Moonbucks Coffee: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.
216,alt right podcast,,https://www.youtube.com/watch?v=M3uD7HlBDD0,Plush Cosmetics,1004,Youtube,2374,229,unsafe,high,click_quality;hate_or_alt_right,topic:alt right->hate_or_alt_right;invalid_click_rate:9.6%->click_quality,"Unsafe for Plush Cosmetics: detected click_quality, hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right; invalid_click_rate:9.6%->click_quality."
217,alt right podcast,,https://www.youtube.com/watch?v=2El1NWjM8pY,Jet3 Holidays,1001,Youtube,9066,182,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Jet3 Holidays: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.
218,alt right podcast,,https://www.youtube.com/watch?v=OogznCaVZfU,Moonbucks Coffee,1003,Youtube,7787,343,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Moonbucks Coffee: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.
219,alt right podcast,,https://www.youtube.com/watch?v=Izr0xpR9U2A,Moonbucks Coffee,1003,Youtube,2709,224,unsafe,high,click_quality;hate_or_alt_right,topic:alt right->hate_or_alt_right;invalid_click_rate:8.3%->click_quality,"Unsafe for Moonbucks Coffee: detected click_quality, hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right; invalid_click_rate:8.3%->click_quality."
220,alt right podcast,,https://www.youtube.com/watch?v=gLofWjrc91M,Plush Cosmetics,1004,Youtube,1022,9,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Plush Cosmetics: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.
221,Maga rally,,https://www.youtube.com/watch?v=cb5038XFr7o,Plush Cosmetics,1004,Youtube,8715,127,review,high,politics,topic:maga->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.
222,Maga rally,,https://www.youtube.com/watch?v=ppo52N_-lr0,Jen & Berry's Ice Cream,1002,Youtube,70,1,review,high,politics,topic:maga->politics,Review for Jen & Berry's Ice Cream: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.
223,Maga rally,,https://www.youtube.com/watch?v=LbYgxmiksvY,Jen & Berry's Ice Cream,1002,Youtube,45,2,review,high,politics,topic:maga->politics,Review for Jen & Berry's Ice Cream: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.
224,Maga rally,,https://www.youtube.com/watch?v=n7olTKux4tk,Moonbucks Coffee,1003,Youtube,300,30,review,high,click_quality;politics,topic:maga->politics;invalid_click_rate:10.0%->click_quality,"Review for Moonbucks Coffee: detected click_quality, politics from enriched title/topic evidence. Signals: topic:maga->politics; invalid_click_rate:10.0%->click_quality."
225,Maga rally,,https://www.youtube.com/watch?v=_pLSLPcZYVg,Plush Cosmetics,1004,Youtube,1479,12,review,high,politics,topic:maga->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.
226,Maga rally,,https://www.youtube.com/watch?v=Zc5ceIkihYE,Jet3 Holidays,1001,Youtube,2374,75,review,high,politics,topic:maga->politics,Review for Jet3 Holidays: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.
227,Maga rally,,https://www.youtube.com/watch?v=PvTMxwPI4_0,Moonbucks Coffee,1003,Youtube,6737,599,review,high,click_quality;politics,topic:maga->politics;invalid_click_rate:8.9%->click_quality,"Review for Moonbucks Coffee: detected click_quality, politics from enriched title/topic evidence. Signals: topic:maga->politics; invalid_click_rate:8.9%->click_quality."
228,Maga rally,,https://www.youtube.com/watch?v=uny2nOMpYKg,Moonbucks Coffee,1003,Youtube,9066,182,review,high,politics,topic:maga->politics,Review for Moonbucks Coffee: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.
229,Maga rally,,https://www.youtube.com/watch?v=R--1IfIPcc0,Plush Cosmetics,1004,Youtube,7787,343,review,high,politics,topic:maga->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.
230,Maga rally,,https://www.youtube.com/watch?v=x-zw0OXfmCY,Plush Cosmetics,1004,Youtube,2858,108,review,high,politics,topic:maga->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.
231,comedian,,https://www.youtube.com/watch?v=-_WGnyzfy18,Jen & Berry's Ice Cream,1002,Youtube,1386,20,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.
232,comedian,,https://www.youtube.com/watch?v=A6ihDeJ6l6g,Jen & Berry's Ice Cream,1002,Youtube,8263,718,review,medium,click_quality,invalid_click_rate:8.7%->click_quality,Review for Jen & Berry's Ice Cream: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.7%->click_quality.
233,comedian,,https://www.youtube.com/watch?v=WLMgbV3uaz8,Moonbucks Coffee,1003,Youtube,1588,20,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
234,comedian,,https://www.youtube.com/watch?v=B1pwyCl5ymE,Plush Cosmetics,1004,Youtube,5102,339,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.
235,comedian,,https://www.youtube.com/watch?v=SSoYw_5txdQ,Jet3 Holidays,1001,Youtube,2223,108,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
236,comedian,,https://www.youtube.com/watch?v=llGvsgN17CQ,Moonbucks Coffee,1003,Youtube,2390,74,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
237,comedian,,https://www.youtube.com/watch?v=UCc-e7tE-NM,Moonbucks Coffee,1003,Youtube,2770,174,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.
238,comedian,,https://www.youtube.com/watch?v=BHqqGlGoIeo,Jet3 Holidays,1001,Youtube,7384,261,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
