placement_id,topic,title,url,company_name,account_id,channel_type,clicks,invalid_clicks,llm_safety_decision,llm_safety_confidence,llm_risk_categories,llm_safety_rationale,llm_missing_evidence,llm_raw_response
121,Politics (commentary/newsletters),Letters from an American | Heather Cox Richardson | Substack,https://heathercoxrichardson.substack.com/,Plush Cosmetics,1004,Paid Social,6719,623,review,high,politics,"The placement is on a political commentary/newsletter site, which falls under the review categories due to potential sensitivity around politics. The advertiser Plush Cosmetics requests review for political content. There is no evidence of hard unsafe categories such as explicit sexual content, extremism or tobacco.",body_content,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [""body_content""], ""rationale"": ""The placement is on a political commentary/newsletter site, which falls under the review categories due to potential sensitivity around politics. The advertiser Plush Cosmetics requests review for political content. There is no evidence of hard unsafe categories such as explicit sexual content, extremism or tobacco."", ""risk_categories"": [""politics""]}"
122,Politics (commentary/newsletters),"Politics Chat, February 26, 2026",https://heathercoxrichardson.substack.com/p/politics-chat-february-26-2026,Jet3 Holidays,1001,Paid Social,6765,513,review,high,politics,"The placement URL leads to a politics commentary newsletter, which matches the topic 'Politics'. Given the advertiser's sensitivity to travel-adjacent disasters and the presence of political content, there is potential sensitivity but no direct evidence of unsafe categories. Hence, this placement should be reviewed for suitability regarding political content.",body content,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [""body content""], ""rationale"": ""The placement URL leads to a politics commentary newsletter, which matches the topic 'Politics'. Given the advertiser's sensitivity to travel-adjacent disasters and the presence of political content, there is potential sensitivity but no direct evidence of unsafe categories. Hence, this placement should be reviewed for suitability regarding political content."", ""risk_categories"": [""politics""]}"
123,Politics (commentary/newsletters),Comment is Freed | Sam Freedman | Substack,https://samf.substack.com/,Plush Cosmetics,1004,Paid Social,2858,108,review,high,politics,"The placement is on a political commentary newsletter, which is among the review categories for this beauty and cosmetics advertiser. Since politics can be a sensitive area potentially linked to controversial or polarizing content, this placement requires review to ensure compliance with the advertiser's policy.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The placement is on a political commentary newsletter, which is among the review categories for this beauty and cosmetics advertiser. Since politics can be a sensitive area potentially linked to controversial or polarizing content, this placement requires review to ensure compliance with the advertiser's policy."", ""risk_categories"": [""politics""]}"
124,Politics (commentary/newsletters),Democracy for Sale | Peter Geoghegan | Substack,https://democracyforsale.substack.com/,Jet3 Holidays,1001,Shopping,1386,20,review,high,politics,"The placement is on a politics-related Substack newsletter, which falls under the review category for the advertiser Jet3 Holidays due to potential sensitivity around political content. There is no direct evidence of hard unsafe categories such as aviation incidents or war-related content, but political content can be sensitive and may impact ad placement appropriateness. Given the nature of the content and advertiser sensitivity, the placement merits review.",body_content;detailed content analysis,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [""body_content"", ""detailed content analysis""], ""rationale"": ""The placement is on a politics-related Substack newsletter, which falls under the review category for the advertiser Jet3 Holidays due to potential sensitivity around political content. There is no direct evidence of hard unsafe categories such as aviation incidents or war-related content, but political content can be sensitive and may impact ad placement appropriateness. Given the nature of the content and advertiser sensitivity, the placement merits review."", ""risk_categories"": [""politics""]}"
125,Politics (commentary/newsletters),Dominic Cummings substack | Substack,https://dominiccummings.substack.com/,Moonbucks Coffee,1003,Shopping,8263,718,review,high,politics,"The placement URL content is related to politics, which is explicitly listed as a review category. Since Moonbucks Coffee tolerates neutral news but not high-risk or sensitive categories without review, this placement requires review to assess suitability. The channel type is shopping, which is neutral, but the subject matter is politically charged.",body content details;explicitness of political commentary;tone of the political content,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [""body content details"", ""explicitness of political commentary"", ""tone of the political content""], ""rationale"": ""The placement URL content is related to politics, which is explicitly listed as a review category. Since Moonbucks Coffee tolerates neutral news but not high-risk or sensitive categories without review, this placement requires review to assess suitability. The channel type is shopping, which is neutral, but the subject matter is politically charged."", ""risk_categories"": [""politics""]}"
126,War / conflict (Ukraine / geopolitics),"Ukraine war briefing: Russia's army records slowest advance since 2024 amid Starlink cut, data shows",https://www.theguardian.com/world/2026/mar/03/ukraine-war-briefing-russia-army-records-slowest-advance-since-2024-amid-starlink-cut-data-shows,Jen & Berry's Ice Cream,1002,Search,1588,20,review,high,war_or_conflict,"The placement is associated with news content about the Ukraine war, which falls under the war_or_conflict category. While this is not a hard unsafe category, the advertiser is sensitive to divisive political content and such topics could be sensitive or unsuitable for a family-friendly food brand. Therefore, the placement warrants review before approval.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The placement is associated with news content about the Ukraine war, which falls under the war_or_conflict category. While this is not a hard unsafe category, the advertiser is sensitive to divisive political content and such topics could be sensitive or unsuitable for a family-friendly food brand. Therefore, the placement warrants review before approval."", ""risk_categories"": [""war_or_conflict""]}"
127,War / conflict (Ukraine / geopolitics),EU urges Ukraine to allow access to pipeline carrying Russian oil,https://www.ft.com/content/8f5f18fb-311d-4df0-805c-063b292506b3,Plush Cosmetics,1004,Shopping,5102,339,review,high,war_or_conflict,"The placement topic is related to war and conflict, which is a sensitive issue for the advertiser Plush Cosmetics who is sensitive to controversial and harmful wellbeing content. This falls under the review category 'war_or_conflict' and may affect brand safety. There is no evidence of hard unsafe categories like explicit sexual content or extremism, but given the nature of the topic, a review decision is prudent.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The placement topic is related to war and conflict, which is a sensitive issue for the advertiser Plush Cosmetics who is sensitive to controversial and harmful wellbeing content. This falls under the review category 'war_or_conflict' and may affect brand safety. There is no evidence of hard unsafe categories like explicit sexual content or extremism, but given the nature of the topic, a review decision is prudent."", ""risk_categories"": [""war_or_conflict""]}"
128,War / conflict (Ukraine / geopolitics),"Russia-Ukraine war: List of key events, day 1,464",https://www.aljazeera.com/news/2026/2/27/russia-ukraine-war-list-of-key-events-day-1464,Plush Cosmetics,1004,Search,2223,108,review,high,war_or_conflict,"The ad placement is on a page covering the ongoing Russia-Ukraine war, a potentially sensitive geopolitical conflict. Plush Cosmetics' policy flags war or conflict topics for review to avoid association with sensitive or controversial content. There is no evidence of hard unsafe categories such as extremism or violence, but the war/conflict topic warrants review per policy.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The ad placement is on a page covering the ongoing Russia-Ukraine war, a potentially sensitive geopolitical conflict. Plush Cosmetics' policy flags war or conflict topics for review to avoid association with sensitive or controversial content. There is no evidence of hard unsafe categories such as extremism or violence, but the war/conflict topic warrants review per policy."", ""risk_categories"": [""war_or_conflict""]}"
129,War / conflict (Ukraine / geopolitics),War in Ukraine - Financial Times,https://www.ft.com/war-in-ukraine,Jen & Berry's Ice Cream,1002,Paid Social,2390,74,review,high,war_or_conflict,"The ad placement is on a page about the war in Ukraine, which falls under the war_or_conflict category. This is a sensitive topic that, while not explicitly unsafe, requires review according to the advertiser's policy to ensure brand safety due to potential graphic content or emotional sensitivity. There is no indication of direct violation of hard unsafe categories such as tobacco, extremism, or adult content.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The ad placement is on a page about the war in Ukraine, which falls under the war_or_conflict category. This is a sensitive topic that, while not explicitly unsafe, requires review according to the advertiser's policy to ensure brand safety due to potential graphic content or emotional sensitivity. There is no indication of direct violation of hard unsafe categories such as tobacco, extremism, or adult content."", ""risk_categories"": [""war_or_conflict""]}"
130,War / conflict (Ukraine / geopolitics),"War in Ukraine: Trending News, Latest Updates, Analysis (Bloomberg)",https://www.bloomberg.com/latest/russia-ukraine-war,Plush Cosmetics,1004,Paid Social,2770,174,review,high,war_or_conflict,"The placement is related to war or conflict topic, which falls under the review categories for this advertiser. Given the advertiser's sensitivity to controversial or harmful wellbeing content and the war-related content, a review is appropriate to ensure brand safety. There is no evidence of hard unsafe categories such as extremism or hate. The evidence is sufficient to categorize this as review rather than safe or unsafe.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The placement is related to war or conflict topic, which falls under the review categories for this advertiser. Given the advertiser's sensitivity to controversial or harmful wellbeing content and the war-related content, a review is appropriate to ensure brand safety. There is no evidence of hard unsafe categories such as extremism or hate. The evidence is sufficient to categorize this as review rather than safe or unsafe."", ""risk_categories"": [""war_or_conflict""]}"
131,Weapons / gun policy,"The Science of Gun Policy, Fifth Edition - RAND Corporation",https://www.rand.org/pubs/research_reports/RRA4360-2.html,Moonbucks Coffee,1003,Paid Social,7384,261,unsafe,high,weapons,"The placement topic is 'Weapons / gun policy', which falls under the 'weapons' category, a hard unsafe category for the advertiser Moonbucks Coffee. Since weapons content is strictly blocked, this placement is unsafe.",,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [], ""rationale"": ""The placement topic is 'Weapons / gun policy', which falls under the 'weapons' category, a hard unsafe category for the advertiser Moonbucks Coffee. Since weapons content is strictly blocked, this placement is unsafe."", ""risk_categories"": [""weapons""]}"
132,Weapons / gun policy,"Gun Control | Pros, Cons, Debate, Arguments, Firearms, Laws, Safety ... (Britannica)",https://www.britannica.com/procon/gun-control-debate,Jet3 Holidays,1001,Search,1945,74,unsafe,high,weapons,"The placement URL and title clearly indicate content related to gun control, firearms, and weapons policy, which aligns with the 'weapons' hard unsafe category for this advertiser. Given the advertiser's policy sensitivity to weapons-related content, this placement is unsafe.",,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [], ""rationale"": ""The placement URL and title clearly indicate content related to gun control, firearms, and weapons policy, which aligns with the 'weapons' hard unsafe category for this advertiser. Given the advertiser's policy sensitivity to weapons-related content, this placement is unsafe."", ""risk_categories"": [""weapons""]}"
133,Weapons / gun policy,National Survey of Gun Policy | Center for Gun Violence Solutions,https://publichealth.jhu.edu/center-for-gun-violence-solutions/data/national-survey-of-gun-policy,Jet3 Holidays,1001,Search,4836,200,unsafe,high,weapons,"The advertised placement directly relates to weapons and gun policy, which is listed as a hard unsafe category for this advertiser. Given Jet3 Holidays' sensitivity to hard unsafe categories and the explicit topic of the placement, it is unsafe for ad placement.",,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [], ""rationale"": ""The advertised placement directly relates to weapons and gun policy, which is listed as a hard unsafe category for this advertiser. Given Jet3 Holidays' sensitivity to hard unsafe categories and the explicit topic of the placement, it is unsafe for ad placement."", ""risk_categories"": [""weapons""]}"
134,Weapons / gun policy,Policy Evaluation - Harvard T.H. Chan School of Public Health (firearms research),https://hsph.harvard.edu/research/injury-control/firearms-research/policy-evaluation/,Jet3 Holidays,1001,Display,8951,352,unsafe,high,weapons,"The placement is on a page about firearms research and gun policy, clearly matching the 'weapons' hard unsafe category for this advertiser. Since 'weapons' is a hard unsafe category and the content directly relates to this, it is unsafe for Jet3 Holidays.",,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [], ""rationale"": ""The placement is on a page about firearms research and gun policy, clearly matching the 'weapons' hard unsafe category for this advertiser. Since 'weapons' is a hard unsafe category and the content directly relates to this, it is unsafe for Jet3 Holidays."", ""risk_categories"": [""weapons""]}"
135,Weapons / gun policy,Gun Violence and Gun Policy in the United States: Understanding ... (SAGE),https://journals.sagepub.com/doi/pdf/10.1177/00027162231174162?download=true,Plush Cosmetics,1004,PMax,2184,179,unsafe,high,weapons,"The placement is an article about gun violence and gun policy, which falls directly into the weapons category, identified as a hard unsafe category according to the advertiser's policy. Therefore, this placement is unsafe for Plush Cosmetics.",,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [], ""rationale"": ""The placement is an article about gun violence and gun policy, which falls directly into the weapons category, identified as a hard unsafe category according to the advertiser's policy. Therefore, this placement is unsafe for Plush Cosmetics."", ""risk_categories"": [""weapons""]}"
136,Video games,The Best Games Of 2026 (So Far) - GameSpot,https://www.gamespot.com/gallery/the-best-games-of-2026/2900-7436/,Jen & Berry's Ice Cream,1002,Shopping,7760,402,safe,high,,"The placement is on a video games shopping channel with a neutral and family-friendly topic (best games of 2026). There is no evidence of presence of any hard unsafe or review categories such as adult content, extremism, tobacco, or divisive political content. The advertiser's policy concerns do not conflict with the evidence presented.",page body content,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [""page body content""], ""rationale"": ""The placement is on a video games shopping channel with a neutral and family-friendly topic (best games of 2026). There is no evidence of presence of any hard unsafe or review categories such as adult content, extremism, tobacco, or divisive political content. The advertiser's policy concerns do not conflict with the evidence presented."", ""risk_categories"": []}"
137,Video games,Big in 2026: The ultimate guide to the video games that will shape 2026 and beyond - GamesRadar+,https://www.gamesradar.com/games/big-in-2026-the-ultimate-guide-to-the-video-games-that-will-shape-2026-and-beyond/,Moonbucks Coffee,1003,PMax,7693,307,safe,high,,"The placement is about video games, which is a neutral, general-interest topic with no indication of blocked high-risk content categories like explicit sexual content, extremism, hate, propaganda, or weapons. This fits well within the advertiser's typical acceptable content boundaries.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is about video games, which is a neutral, general-interest topic with no indication of blocked high-risk content categories like explicit sexual content, extremism, hate, propaganda, or weapons. This fits well within the advertiser's typical acceptable content boundaries."", ""risk_categories"": []}"
138,Video games,Our 14 most anticipated games of 2026 - TechRadar,https://www.techradar.com/gaming/most-anticipated-games-of-2026,Jet3 Holidays,1001,Search,7717,312,safe,high,,"The placement is on a video game anticipation article, which is unrelated to travel or sensitive travel-adjacent issues. There is no evidence of aviation incidents, transport disruption, war, terrorism, or other unsafe categories according to the advertiser's policy. The content is stable and suitable for the travel advertiser's needs.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is on a video game anticipation article, which is unrelated to travel or sensitive travel-adjacent issues. There is no evidence of aviation incidents, transport disruption, war, terrorism, or other unsafe categories according to the advertiser's policy. The content is stable and suitable for the travel advertiser's needs."", ""risk_categories"": []}"
139,Video games,The A.V. Club's most anticipated games of 2026,https://www.avclub.com/2026-video-games-preview,Plush Cosmetics,1004,Display,8519,773,safe,high,,"The placement is on a page titled 'The A.V. Club's most anticipated games of 2026' with a topic of video games. There is no indication of any unsafe content categories such as explicit sexual content, extremism, hate, tobacco, or violence. The content does not overlap with the advertiser's hard unsafe categories or review categories.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is on a page titled 'The A.V. Club's most anticipated games of 2026' with a topic of video games. There is no indication of any unsafe content categories such as explicit sexual content, extremism, hate, tobacco, or violence. The content does not overlap with the advertiser's hard unsafe categories or review categories."", ""risk_categories"": []}"
140,Video games,Video Games 2026: Key Trends Shaping the Future of Play,https://blog.mavigadget.com/video-games-2026-key-trends-shaping-the-future-of-play/,Plush Cosmetics,1004,Shopping,4275,182,safe,high,,"The placement is about video games, which does not fall under any of the advertiser's hard unsafe or review categories. There is no indication of content related to harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is about video games, which does not fall under any of the advertiser's hard unsafe or review categories. There is no indication of content related to harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content."", ""risk_categories"": []}"
141,Climate & environment,5 Things to Watch in Climate and Environment in 2026 (UNU),https://unu.edu/ehs/article/5-things-watch-climate-and-environment-2026,Plush Cosmetics,1004,PMax,8869,763,safe,high,,"The placement is on a page about climate and environment without any indication of harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content. None of the hard unsafe or review categories are triggered by the given evidence.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is on a page about climate and environment without any indication of harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content. None of the hard unsafe or review categories are triggered by the given evidence."", ""risk_categories"": []}"
142,Climate & environment,3 Climate Stories That Will Shape the World in 2026 (WRI),https://www.wri.org/insights/stories-to-watch-climate-economy-2026,Jen & Berry's Ice Cream,1002,Paid Social,4093,273,safe,high,,"The placement is on a page about climate and environmental stories, which does not contain any content categories flagged as hard unsafe or review for the advertiser. There is no evidence of tobacco, adult themes, extremism, weapons, or divisive political content. Given the family-friendly nature of the brand, this placement aligns well with safe content categories.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is on a page about climate and environmental stories, which does not contain any content categories flagged as hard unsafe or review for the advertiser. There is no evidence of tobacco, adult themes, extremism, weapons, or divisive political content. Given the family-friendly nature of the brand, this placement aligns well with safe content categories."", ""risk_categories"": []}"
143,Climate & environment,2026 Global Risks Report: Environmental risks remain urgent (WEF),https://www.weforum.org/stories/2026/02/2026-global-risks-report-environmental-risks-remain-urgent/,Moonbucks Coffee,1003,Shopping,1201,64,safe,high,,"The placement is a news article about environmental risks from the World Economic Forum, which aligns with neutral general-interest content. There is no evidence of any hard unsafe or review categories present in the content or context. The channel type is shopping, but this does not introduce risk. Therefore, the placement is safe for Moonbucks Coffee.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is a news article about environmental risks from the World Economic Forum, which aligns with neutral general-interest content. There is no evidence of any hard unsafe or review categories present in the content or context. The channel type is shopping, but this does not introduce risk. Therefore, the placement is safe for Moonbucks Coffee."", ""risk_categories"": []}"
144,Climate & environment,Sustainability and Climate in Focus: Trends to Watch for 2026 (MSCI),https://www.msci.com/research-and-insights/blog-post/sustainability-and-climate-in-focus-trends-to-watch-for-2026,Moonbucks Coffee,1003,Display,4213,115,safe,high,,"The placement is on a webpage about sustainability and climate, which does not fall under any hard unsafe or review categories specified in the advertiser policy. The content is neutral to positive and appropriate for a broad-reach coffee brand like Moonbucks Coffee.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is on a webpage about sustainability and climate, which does not fall under any hard unsafe or review categories specified in the advertiser policy. The content is neutral to positive and appropriate for a broad-reach coffee brand like Moonbucks Coffee."", ""risk_categories"": []}"
145,Climate & environment,Australia just experienced its wettest summer in nearly a decade - and the eighth-hottest on record,https://www.theguardian.com/environment/2026/mar/03/australia-summer-extreme-weather-wettest-hottest-records,Plush Cosmetics,1004,Shopping,1451,50,safe,high,,"The placement is an article from a reputable news source about climate and environmental conditions in Australia, which does not relate to any hard unsafe or review categories relevant to Plush Cosmetics' policy. There is no indication of harmful wellbeing content, controversial political or extremist content, tobacco, sexual, or violent content.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is an article from a reputable news source about climate and environmental conditions in Australia, which does not relate to any hard unsafe or review categories relevant to Plush Cosmetics' policy. There is no indication of harmful wellbeing content, controversial political or extremist content, tobacco, sexual, or violent content."", ""risk_categories"": []}"
146,Space / Mars,"Space Science in 2026: New lunar explorers, Mars missions, and space telescopes (NASASpaceFlight)",https://www.nasaspaceflight.com/2026/01/space-science-2026-preview/,Moonbucks Coffee,1003,PMax,4333,309,safe,high,,"The placement is on a reputable space science article focused on upcoming lunar explorers and Mars missions. The content is neutral and informational, unrelated to any hard unsafe or review categories specified in the advertiser's policy. There is no evidence of high-risk content present.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is on a reputable space science article focused on upcoming lunar explorers and Mars missions. The content is neutral and informational, unrelated to any hard unsafe or review categories specified in the advertiser's policy. There is no evidence of high-risk content present."", ""risk_categories"": []}"
147,Space / Mars,Mars: News & Features - NASA Science,https://science.nasa.gov/mars/stories/,Jen & Berry's Ice Cream,1002,Paid Social,4387,164,safe,high,,"The placement URL and title indicate content about Mars and space science from NASA, which is unrelated to any hard unsafe categories (explicit sexual content, extremism, hate, tobacco, weapons) or review categories relevant to the advertiser's sensitivities. There is no evidence of content related to adult themes, tobacco/nicotine, extremism, weapons, or divisive political content. The channel type (Paid Social) and click data do not influence content safety assessment. Therefore, this placement is considered safe for Jen & Berry's Ice Cream.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement URL and title indicate content about Mars and space science from NASA, which is unrelated to any hard unsafe categories (explicit sexual content, extremism, hate, tobacco, weapons) or review categories relevant to the advertiser's sensitivities. There is no evidence of content related to adult themes, tobacco/nicotine, extremism, weapons, or divisive political content. The channel type (Paid Social) and click data do not influence content safety assessment. Therefore, this placement is considered safe for Jen & Berry's Ice Cream."", ""risk_categories"": []}"
148,Space / Mars,Curiosity rover finds clues to Mars' watery past in rocky 'spiderwebs' (Space.com),https://www.space.com/space-exploration/mars-rovers/curiosity-rover-finds-clues-to-mars-watery-past-in-rocky-spiderwebs,Plush Cosmetics,1004,Paid Social,4412,123,safe,high,,"The placement content is about space exploration and Mars, which is unrelated to any of the advertiser's hard unsafe or review categories such as harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content. There is no evidence of any restricted content.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement content is about space exploration and Mars, which is unrelated to any of the advertiser's hard unsafe or review categories such as harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content. There is no evidence of any restricted content."", ""risk_categories"": []}"
149,Space / Mars,A non-public document reveals that science may not be prioritized on next Mars mission (Ars Technica),https://arstechnica.com/space/2026/02/a-non-public-document-reveals-that-science-may-not-be-prioritized-on-next-mars-mission/,Plush Cosmetics,1004,Display,9233,286,safe,high,,"The content is related to a Mars mission and science, which is unrelated to any of Plush Cosmetics' sensitive or hard unsafe categories such as explicit sexual content, extremism, tobacco, or violent content. There is no evidence of controversial or sensitive themes based on the provided title, URL, and topic.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The content is related to a Mars mission and science, which is unrelated to any of Plush Cosmetics' sensitive or hard unsafe categories such as explicit sexual content, extremism, tobacco, or violent content. There is no evidence of controversial or sensitive themes based on the provided title, URL, and topic."", ""risk_categories"": []}"
150,Space / Mars,"2026 Space Outlook: New Missions Look to the Moon, Mars, and Beyond (The Debrief)",https://thedebrief.org/2026-space-outlook-new-missions-look-to-the-moon-mars-and-beyond-as-humanity-seeks-permanent-space-habitation/,Jen & Berry's Ice Cream,1002,Shopping,6995,229,safe,high,,"The placement is on a page about space exploration with no indications of any unsafe or sensitive content related to the advertiser's hard unsafe categories or review categories. The topic and title are family-appropriate and unrelated to tobacco, adult themes, extremism, weapons, or divisive political content. No evidence suggests any policy concerns.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is on a page about space exploration with no indications of any unsafe or sensitive content related to the advertiser's hard unsafe categories or review categories. The topic and title are family-appropriate and unrelated to tobacco, adult themes, extremism, weapons, or divisive political content. No evidence suggests any policy concerns."", ""risk_categories"": []}"
151,Mental health & wellbeing,Nine mental-health tips for a happier 2026 | UCLA Health,https://www.uclahealth.org/news/article/nine-mental-health-tips-happier-2026,Moonbucks Coffee,1003,Paid Social,1236,41,review,high,mental_health,"The placement is on a page about mental health, which is a review-category according to advertiser policy. While the content appears neutral and relevant for broad reach, the topic requires review to ensure suitability given the sensitivity around mental health content.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The placement is on a page about mental health, which is a review-category according to advertiser policy. While the content appears neutral and relevant for broad reach, the topic requires review to ensure suitability given the sensitivity around mental health content."", ""risk_categories"": [""mental_health""]}"
152,Mental health & wellbeing,Blog | Mental Health Foundation (blogs index),https://www.mentalhealth.org.uk/explore-mental-health/blogs,Moonbucks Coffee,1003,PMax,8941,16,review,high,mental_health,"The placement URL is a blog index on mental health and wellbeing, which falls under the review category for this advertiser. As Moonbucks Coffee tolerates neutral news and general interest content but mental health is specifically flagged as a review category, it is appropriate to place this in review for further consideration.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The placement URL is a blog index on mental health and wellbeing, which falls under the review category for this advertiser. As Moonbucks Coffee tolerates neutral news and general interest content but mental health is specifically flagged as a review category, it is appropriate to place this in review for further consideration."", ""risk_categories"": [""mental_health""]}"
153,Mental health & wellbeing,Mental Health UK’s new strategy for 2026-2031 (blog),https://mentalhealth-uk.org/blog/mental-health-uks-new-strategy-for-2026-2031-our-plan-for-a-mentally-healthier-and-thriving-uk/,Moonbucks Coffee,1003,PMax,7764,323,review,high,mental_health,"The placement is on a mental health related blog, which falls under the review category for this advertiser. Although the content appears neutral and relevant to wellbeing, mental health topics can be sensitive and require review according to the advertiser's policy.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The placement is on a mental health related blog, which falls under the review category for this advertiser. Although the content appears neutral and relevant to wellbeing, mental health topics can be sensitive and require review according to the advertiser's policy."", ""risk_categories"": [""mental_health""]}"
154,Mental health & wellbeing,6 Mental Health Resolutions Worth Setting for 2026,https://www.parinc.com/learning-center/par-blog/detail/blog/2025/12/19/six-mental-health-resolutions-worth-setting-for-2026,Plush Cosmetics,1004,Search,8927,312,review,high,mental_health,"The placement content is about mental health and wellbeing, which is listed as a review category for this advertiser. While the topic is relevant and not explicitly unsafe, mental health content may require review to ensure that the context aligns with the advertiser's sensitivity to harmful wellbeing content.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The placement content is about mental health and wellbeing, which is listed as a review category for this advertiser. While the topic is relevant and not explicitly unsafe, mental health content may require review to ensure that the context aligns with the advertiser's sensitivity to harmful wellbeing content."", ""risk_categories"": [""mental_health""]}"
155,Mental health & wellbeing,5 Ways TikTok's 'Floor Time' May Support Mental Health and Wellbeing,https://www.verywellmind.com/floor-time-11917599,Moonbucks Coffee,1003,Search,8115,256,review,high,mental_health,"The placement is related to mental health and wellbeing, which is listed as a review category in the advertiser's policy. While the content does not appear explicitly unsafe or high-risk, it is sensitive and requires review to ensure appropriateness for the Moonbucks Coffee brand.",,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [], ""rationale"": ""The placement is related to mental health and wellbeing, which is listed as a review category in the advertiser's policy. While the content does not appear explicitly unsafe or high-risk, it is sensitive and requires review to ensure appropriateness for the Moonbucks Coffee brand."", ""risk_categories"": [""mental_health""]}"
156,Gardening,Gardening for Beginners - BBC Gardeners World Magazine,https://www.gardenersworld.com/garden-advice/beginner-gardening/,Moonbucks Coffee,1003,Paid Social,2362,186,safe,high,,"The placement is on a Gardening beginners guide page, which is general interest content unrelated to any of the hard unsafe or review categories specified. There is no evidence of any visible risk category content in the page metadata or title.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is on a Gardening beginners guide page, which is general interest content unrelated to any of the hard unsafe or review categories specified. There is no evidence of any visible risk category content in the page metadata or title."", ""risk_categories"": []}"
157,Gardening,Beginner's Guide to Gardening: 9 Key Tips for Your First Garden,https://gardenersnewmalden.org.uk/blog/beginners-guide-to-gardening-9-key-tips-for-your-first-garden/,Moonbucks Coffee,1003,Display,6544,640,safe,high,,"The placement is related to gardening, which is a neutral, general-interest topic aligned with the advertiser's broad-reach and tolerance for neutral content. There is no evidence of hard unsafe or review-level categories present in the placement evidence.",,"{""confidence"": ""high"", ""decision"": ""safe"", ""missing_evidence"": [], ""rationale"": ""The placement is related to gardening, which is a neutral, general-interest topic aligned with the advertiser's broad-reach and tolerance for neutral content. There is no evidence of hard unsafe or review-level categories present in the placement evidence."", ""risk_categories"": []}"
