placement_id,url,company_name,account_id,channel_type,clicks,invalid_clicks,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale
191,https://www.waterstones.com/blog/the-books-you-need-to-read-in-2026,Moonbucks Coffee,1003,Display,4930,376,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
192,https://www.penguin.co.uk/discover/articles/best-must-read-books-2026,Jet3 Holidays,1001,Search,3840,289,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
193,https://www.publishersweekly.com/pw/by-topic/new-titles/adult-announcements/article/99233-spring-2026-fiction-nonfiction-preview-literary-fiction.html,Plush Cosmetics,1004,Search,7543,409,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
194,https://www.newyorker.com/best-books-2026,Plush Cosmetics,1004,Paid Social,6467,222,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
195,https://www.vogue.com/article/best-books-of-2026,Jen & Berry's Ice Cream,1002,Paid Social,7960,606,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
196,https://pitchfork.com/reviews/albums/,Jen & Berry's Ice Cream,1002,Shopping,3582,139,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
197,https://pitchfork.com/reviews/albums/jackie-west-silent-century,Moonbucks Coffee,1003,Search,1146,39,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
198,https://pitchfork.com/reviews/albums/skaiwater-wonderful,Plush Cosmetics,1004,PMax,2830,131,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
199,https://www.stereogum.com/2483786/2026-albums-release-list/lists/album-list,Jet3 Holidays,1001,PMax,6611,68,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
200,https://variety.com/2026/music/album-reviews/bruno-mars-the-romantic-album-review-1236674615/,Moonbucks Coffee,1003,Display,4271,27,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
201,https://www.youtube.com/watch?v=0e3GPea1Tyg,Moonbucks Coffee,1003,Youtube,1539,2,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
202,https://www.youtube.com/watch?v=9bqk6ZUsKyA,Plush Cosmetics,1004,Youtube,4385,322,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
203,https://www.youtube.com/watch?v=TJ2ifmkGGus,Plush Cosmetics,1004,Youtube,9447,425,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
204,https://www.youtube.com/watch?v=zajUgQLviwk,Jen & Berry's Ice Cream,1002,Youtube,2409,135,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
205,https://www.youtube.com/watch?v=ndAQfTzlVjc,Jen & Berry's Ice Cream,1002,Youtube,8661,495,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
206,https://www.youtube.com/watch?v=sESRuTyfsEk,Moonbucks Coffee,1003,Youtube,5901,1331,review,medium,click_quality,invalid_click_rate:22.6%->click_quality,Review for Moonbucks Coffee: detected click_quality from raw URL evidence. Signals: invalid_click_rate:22.6%->click_quality.
207,https://www.youtube.com/watch?v=qkzJRqUO_VE,Plush Cosmetics,1004,Youtube,2682,200,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
208,https://www.youtube.com/watch?v=7IKab3HcfFk,Jet3 Holidays,1001,Youtube,1479,12,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
209,https://www.youtube.com/watch?v=Hwybp38GnZw,Moonbucks Coffee,1003,Youtube,2374,75,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
210,https://www.youtube.com/watch?v=r7zJ8srwwjk,Moonbucks Coffee,1003,Youtube,6737,599,review,medium,click_quality,invalid_click_rate:8.9%->click_quality,Review for Moonbucks Coffee: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.9%->click_quality.
211,https://www.youtube.com/watch?v=X_KXvjOJ7YA,Plush Cosmetics,1004,Youtube,4320,143,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
212,https://www.youtube.com/watch?v=3myXWQmI1Hk,Plush Cosmetics,1004,Youtube,1109,109,review,medium,click_quality,invalid_click_rate:9.8%->click_quality,Review for Plush Cosmetics: detected click_quality from raw URL evidence. Signals: invalid_click_rate:9.8%->click_quality.
213,https://www.youtube.com/watch?v=UNYBy19S6GA,Jen & Berry's Ice Cream,1002,Youtube,1595,292,review,medium,click_quality,invalid_click_rate:18.3%->click_quality,Review for Jen & Berry's Ice Cream: detected click_quality from raw URL evidence. Signals: invalid_click_rate:18.3%->click_quality.
214,https://www.youtube.com/watch?v=efBB0D4tf1Y,Jen & Berry's Ice Cream,1002,Youtube,9064,300,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
215,https://www.youtube.com/watch?v=yINwbJ6kSZU,Moonbucks Coffee,1003,Youtube,1931,52,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
216,https://www.youtube.com/watch?v=M3uD7HlBDD0,Plush Cosmetics,1004,Youtube,2374,229,review,medium,click_quality,invalid_click_rate:9.6%->click_quality,Review for Plush Cosmetics: detected click_quality from raw URL evidence. Signals: invalid_click_rate:9.6%->click_quality.
217,https://www.youtube.com/watch?v=2El1NWjM8pY,Jet3 Holidays,1001,Youtube,9066,182,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
218,https://www.youtube.com/watch?v=OogznCaVZfU,Moonbucks Coffee,1003,Youtube,7787,343,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
219,https://www.youtube.com/watch?v=Izr0xpR9U2A,Moonbucks Coffee,1003,Youtube,2709,224,review,medium,click_quality,invalid_click_rate:8.3%->click_quality,Review for Moonbucks Coffee: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.3%->click_quality.
220,https://www.youtube.com/watch?v=gLofWjrc91M,Plush Cosmetics,1004,Youtube,1022,9,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
221,https://www.youtube.com/watch?v=cb5038XFr7o,Plush Cosmetics,1004,Youtube,8715,127,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
222,https://www.youtube.com/watch?v=ppo52N_-lr0,Jen & Berry's Ice Cream,1002,Youtube,70,1,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
223,https://www.youtube.com/watch?v=LbYgxmiksvY,Jen & Berry's Ice Cream,1002,Youtube,45,2,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
224,https://www.youtube.com/watch?v=n7olTKux4tk,Moonbucks Coffee,1003,Youtube,300,30,review,medium,click_quality,invalid_click_rate:10.0%->click_quality,Review for Moonbucks Coffee: detected click_quality from raw URL evidence. Signals: invalid_click_rate:10.0%->click_quality.
225,https://www.youtube.com/watch?v=_pLSLPcZYVg,Plush Cosmetics,1004,Youtube,1479,12,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
226,https://www.youtube.com/watch?v=Zc5ceIkihYE,Jet3 Holidays,1001,Youtube,2374,75,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
227,https://www.youtube.com/watch?v=PvTMxwPI4_0,Moonbucks Coffee,1003,Youtube,6737,599,review,medium,click_quality,invalid_click_rate:8.9%->click_quality,Review for Moonbucks Coffee: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.9%->click_quality.
228,https://www.youtube.com/watch?v=uny2nOMpYKg,Moonbucks Coffee,1003,Youtube,9066,182,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
229,https://www.youtube.com/watch?v=R--1IfIPcc0,Plush Cosmetics,1004,Youtube,7787,343,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
230,https://www.youtube.com/watch?v=x-zw0OXfmCY,Plush Cosmetics,1004,Youtube,2858,108,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
231,https://www.youtube.com/watch?v=-_WGnyzfy18,Jen & Berry's Ice Cream,1002,Youtube,1386,20,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jen & Berry's Ice Cream: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
232,https://www.youtube.com/watch?v=A6ihDeJ6l6g,Jen & Berry's Ice Cream,1002,Youtube,8263,718,review,medium,click_quality,invalid_click_rate:8.7%->click_quality,Review for Jen & Berry's Ice Cream: detected click_quality from raw URL evidence. Signals: invalid_click_rate:8.7%->click_quality.
233,https://www.youtube.com/watch?v=WLMgbV3uaz8,Moonbucks Coffee,1003,Youtube,1588,20,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
234,https://www.youtube.com/watch?v=B1pwyCl5ymE,Plush Cosmetics,1004,Youtube,5102,339,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Plush Cosmetics: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
235,https://www.youtube.com/watch?v=SSoYw_5txdQ,Jet3 Holidays,1001,Youtube,2223,108,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
236,https://www.youtube.com/watch?v=llGvsgN17CQ,Moonbucks Coffee,1003,Youtube,2390,74,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
237,https://www.youtube.com/watch?v=UCc-e7tE-NM,Moonbucks Coffee,1003,Youtube,2770,174,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Moonbucks Coffee: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
238,https://www.youtube.com/watch?v=BHqqGlGoIeo,Jet3 Holidays,1001,Youtube,7384,261,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
239,https://www.youtube.com/watch?v=jyI0wRCPQpw,Jet3 Holidays,1001,Youtube,1945,74,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
240,https://www.youtube.com/watch?v=SHVdARnDR8M,Jet3 Holidays,1001,Youtube,4836,200,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
241,https://www.youtube.com/watch?v=yI32Ijk9Lbs,Jet3 Holidays,1001,Youtube,2390,74,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
242,https://www.youtube.com/watch?v=z8UbYfEk_3U,Jet3 Holidays,1001,Youtube,2770,174,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
243,https://www.youtube.com/watch?v=N3kxGX2PL2w,Jet3 Holidays,1001,Youtube,7384,261,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
244,https://www.youtube.com/watch?v=62HNX1fLqFw,Jet3 Holidays,1001,Youtube,2700,174,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
245,https://www.youtube.com/watch?v=_9aUy56n-yI,Jet3 Holidays,1001,Youtube,17284,1260,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
246,https://www.youtube.com/watch?v=ZijxdRhquR8,Jet3 Holidays,1001,Youtube,3841,383,review,medium,click_quality,invalid_click_rate:10.0%->click_quality,Review for Jet3 Holidays: detected click_quality from raw URL evidence. Signals: invalid_click_rate:10.0%->click_quality.
247,https://www.youtube.com/watch?v=UyF6UoaG_bQ,Jet3 Holidays,1001,Youtube,3347,16,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
248,https://www.youtube.com/watch?v=obxSbQoTe_8,Jet3 Holidays,1001,Youtube,6121,19,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
249,https://www.youtube.com/watch?v=hs3hWO4ZBvo,Jet3 Holidays,1001,Youtube,8895,22,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
250,https://www.youtube.com/watch?v=SkY1DiyCqTU,Jet3 Holidays,1001,Youtube,11669,25,review,low,unknown_content,raw-url-only:no usable title/topic signal,Review for Jet3 Holidays: detected unknown_content from raw URL evidence. Signals: raw-url-only:no usable title/topic signal.
